User,Enrolled?,Non Enroll score,Enroll score
350654,1,0.11139922816670945,0.8886007718332909
149499,0,0.8173413263381242,0.18265867366187585
277249,1,0.18804655892126335,0.8119534410787365
58451,1,0.10885184183033204,0.8911481581696681
163715,1,0.20239743958839823,0.7976025604116016
274093,0,0.8151322484599726,0.1848677515400272
139567,1,0.15400869366138076,0.8459913063386193
137484,1,0.1759085436302617,0.8240914563697384
39677,0,0.8149504564658424,0.18504954353415778
277960,0,0.5882131339329214,0.4117868660670783
351023,1,0.28435301231344606,0.7156469876865539
123984,0,0.812723920696875,0.18727607930312476
184032,0,0.8189655316061047,0.18103446839389534
329480,1,0.12958458201037215,0.8704154179896277
60702,0,0.8139504178768944,0.18604958212310535
125898,1,0.12319935881713216,0.8768006411828677
306457,0,0.8148059399271914,0.18519406007280848
143018,1,0.18807578519007842,0.8119242148099216
40978,0,0.7346942164369161,0.26530578356308415
232734,1,0.17748967229325552,0.8225103277067445
172249,1,0.0922760247913695,0.9077239752086307
22652,1,0.3381587718363542,0.661841228163646
127958,0,0.5604976904914144,0.4395023095085857
86325,1,0.18799099410966622,0.812009005890334
325393,1,0.15861456276588823,0.8413854372341119
272545,1,0.3502295203891861,0.6497704796108142
93890,0,0.8146304639664351,0.18536953603356485
69353,1,0.14895855573522293,0.851041444264777
208409,1,0.1908394539560738,0.8091605460439264
25627,1,0.1695817125048231,0.8304182874951769
290211,1,0.21570128292414237,0.7842987170758575
13148,0,0.8246490225286802,0.17535097747131986
140258,1,0.15148671731813976,0.8485132826818604
272434,0,0.82133794064431,0.17866205935569002
311539,1,0.2701723470363539,0.7298276529636458
54898,0,0.8279776085332003,0.17202239146679957
72135,0,0.8449692450716485,0.15503075492835144
246297,1,0.08978826591368956,0.9102117340863102
43535,0,0.8150665877048262,0.18493341229517404
255766,0,0.8224865224559091,0.17751347754409091
182086,1,0.13006368809228486,0.8699363119077151
353697,1,0.1799588744156067,0.8200411255843932
151404,0,0.9208604492682042,0.07913955073179568
78196,0,0.7009096361533508,0.29909036384664917
317630,1,0.3793646586728375,0.6206353413271626
96320,0,0.7541829625676929,0.24581703743230693
3052,0,0.816221973967428,0.18377802603257198
214961,0,0.8153299514124781,0.184670048587522
120380,0,0.82685178397474,0.17314821602525993
179917,0,0.8146750555394026,0.18532494446059708
130555,1,0.09543851573346093,0.904561484266539
272615,1,0.22955592442551911,0.7704440755744806
15106,0,0.8156538272542903,0.18434617274570997
202340,1,0.33306675741389014,0.6669332425861098
105984,1,0.2168523992678268,0.7831476007321732
155491,1,0.17948286580054654,0.8205171341994536
216192,0,0.6535522309235972,0.34644776907640296
316136,1,0.1836204016111309,0.816379598388869
35333,0,0.7990482659050735,0.20095173409492653
169339,0,0.814103873414668,0.185896126585332
94763,0,0.8219388987503085,0.17806110124969154
177859,1,0.18798757835176869,0.8120124216482311
27513,0,0.6628082456744406,0.3371917543255594
368717,1,0.30798504434610935,0.6920149556538906
165008,0,0.8165668161567353,0.18343318384326468
109154,0,0.8306381982707779,0.16936180172922205
276264,1,0.1731284281312717,0.8268715718687283
154536,1,0.21136152493927657,0.7886384750607234
116034,1,0.4079935075505347,0.5920064924494655
167756,0,0.7757692917881613,0.2242307082118386
56270,0,0.7898203105394509,0.21017968946054894
144393,1,0.5,0.5
138529,0,0.8211289228245569,0.17887107717544312
339263,0,0.8160464697509671,0.1839535302490329
364344,1,0.45820350293770384,0.5417964970622963
262301,0,0.8559824402372229,0.14401755976277708
89726,1,0.1661087146191262,0.8338912853808738
312461,0,0.8219044886794252,0.17809551132057488
62035,0,0.8152783425645044,0.18472165743549557
264696,1,0.17323250511433413,0.826767494885666
269067,1,0.1857210662473499,0.81427893375265
347837,1,0.14945355792514078,0.8505464420748592
229111,0,0.8150185446552639,0.18498145534473615
25410,1,0.19286917713905521,0.8071308228609451
247778,0,0.8334193765852508,0.16658062341474922
93446,0,0.8275175164566787,0.17248248354332135
155344,0,0.8196574897451535,0.18034251025484674
348712,1,0.1845473141941635,0.8154526858058365
197551,0,0.8378167319049713,0.16218326809502842
178798,1,0.3004800615486488,0.6995199384513511
316132,1,0.1770494534728277,0.8229505465271724
133446,1,0.1524882301419106,0.8475117698580893
94214,1,0.2847280122108403,0.7152719877891598
217161,0,0.821117197407715,0.17888280259228515
241331,0,0.8150908277081012,0.18490917229189888
8244,0,0.8372197504632917,0.1627802495367082
135746,0,0.8323070889922268,0.16769291100777317
354357,0,0.8166419854814437,0.183358014518556
183537,0,0.9022735997136597,0.09772640028634037
240067,1,0.18884127095748807,0.8111587290425117
231204,1,0.33199941954466156,0.6680005804553384
12895,1,0.26531359937637106,0.7346864006236289
255296,0,0.8150835957390652,0.18491640426093495
235640,1,0.16257687985221878,0.8374231201477811
30069,1,0.18800608709936384,0.811993912900636
116493,1,0.20288317575036313,0.7971168242496365
271120,0,0.6344929049999306,0.36550709500006934
270132,1,0.28861243926649394,0.7113875607335062
7914,1,0.23986255946443685,0.7601374405355633
145742,1,0.10678447501017657,0.8932155249898235
233803,1,0.2692506495766873,0.7307493504233127
182226,1,0.18515324928334917,0.8148467507166509
100926,1,0.18750897337767322,0.812491026622327
284326,1,0.22315614607868345,0.7768438539213166
328645,1,0.13233907048146082,0.8676609295185391
353523,1,0.18316980798002663,0.8168301920199733
270946,1,0.41207600592998883,0.5879239940700112
99313,1,0.14265517020085086,0.8573448297991492
133478,1,0.11600356461268871,0.8839964353873115
173108,1,0.2382833822407406,0.7617166177592595
99535,0,0.8150050575472322,0.1849949424527678
356130,1,0.19383932984325308,0.806160670156747
213074,0,0.8163307350037032,0.18366926499629685
89934,0,0.8169716816841762,0.18302831831582395
88818,0,0.8164289557676642,0.1835710442323356
365442,1,0.17948537784348717,0.8205146221565128
157846,1,0.23380307658717694,0.7661969234128233
262169,0,0.8187859871846275,0.1812140128153724
334017,0,0.7441026433518438,0.2558973566481562
137410,0,0.8147510609139883,0.18524893908601162
67270,1,0.17385688673070068,0.8261431132692993
74986,1,0.4608639902188579,0.5391360097811422
141543,1,0.13822932170407987,0.8617706782959199
267454,1,0.1773614424163209,0.8226385575836791
2584,1,0.17698801673631068,0.8230119832636895
153178,0,0.6232640987858018,0.3767359012141985
282214,0,0.81859629125858,0.1814037087414198
370820,1,0.1947474272396005,0.8052525727603997
304331,0,0.6168311864222326,0.3831688135777675
47893,0,0.8150152516318144,0.18498474836818538
21054,0,0.638263764997721,0.3617362350022791
81825,1,0.16069620498639947,0.8393037950136006
269391,1,0.27045667802718876,0.7295433219728111
234265,0,0.8103239099678258,0.18967609003217428
36273,1,0.25323354638280043,0.7467664536171995
128464,1,0.3386640365001272,0.661335963499873
309069,0,0.9275033864814085,0.07249661351859173
32977,1,0.46118749409728194,0.5388125059027179
152086,0,0.8163104431434344,0.1836895568565657
90836,0,0.8154097335661669,0.18459026643383322
324080,1,0.1795729451667392,0.8204270548332607
132356,0,0.8473114650189707,0.15268853498102955
84550,0,0.8154509221264544,0.1845490778735454
335132,0,0.8155492342407463,0.1844507657592535
61310,0,0.8213924284533274,0.17860757154667264
276122,0,0.8165828954796364,0.18341710452036353
243662,0,0.8137871942513459,0.18621280574865398
72928,1,0.1718697075198269,0.8281302924801732
195650,0,0.82722234221275,0.17277765778724996
237569,1,0.17591557786061507,0.8240844221393849
88251,1,0.14633397967544182,0.8536660203245583
313088,1,0.1879747774607244,0.8120252225392754
246668,1,0.15313895022571394,0.846861049774286
260440,0,0.82689937557393,0.17310062442607008
93801,0,0.821825619279064,0.1781743807209361
325447,1,0.19173058520626238,0.8082694147937378
84955,0,0.81490646051944,0.18509353948056023
166886,1,0.35243350425924225,0.6475664957407575
67380,1,0.19257257711058687,0.8074274228894134
336299,0,0.927089480449074,0.07291051955092608
217381,1,0.14533620407854733,0.8546637959214527
595,1,0.12875271124024668,0.8712472887597534
176032,0,0.9254993255899101,0.07450067441008974
81054,1,0.14373712428562965,0.8562628757143701
119550,0,0.8226211354744482,0.17737886452555177
300225,0,0.8097375779613867,0.1902624220386133
233560,1,0.14419799987330095,0.8558020001266993
235763,1,0.16221572050940622,0.8377842794905938
99595,0,0.818211817611606,0.18178818238839406
113895,1,0.18009926371143975,0.8199007362885602
106449,0,0.6887501909317253,0.31124980906827454
252384,0,0.788401076637238,0.21159892336276204
355389,1,0.2258791404698066,0.7741208595301934
11366,1,0.20735109151589642,0.7926489084841035
207380,1,0.1452846708989463,0.8547153291010539
322521,0,0.815027124142807,0.18497287585719296
326276,1,0.1879416895657614,0.8120583104342387
26534,1,0.15530309665526892,0.8446969033447311
67930,1,0.1879772967019643,0.8120227032980356
321781,1,0.23138309177176883,0.7686169082282309
311122,0,0.8150474837356069,0.18495251626439344
22724,0,0.8193776776655036,0.18062232233449627
54275,1,0.09110737688490574,0.9088926231150942
133403,1,0.08919040037638144,0.9108095996236183
22623,0,0.7840515778919329,0.21594842210806703
152107,1,0.1697461415533936,0.8302538584466064
206614,0,0.8277899834073407,0.17221001659265917
152317,0,0.8135827886053838,0.18641721139461628
186231,0,0.8160455071053196,0.18395449289468052
154510,1,0.13999410637711604,0.8600058936228842
35868,1,0.14911777195200007,0.850882228048
252276,1,0.18245287886374967,0.8175471211362506
96475,1,0.2551452053159109,0.7448547946840891
48738,0,0.817660723711685,0.1823392762883149
128061,0,0.8426464804644065,0.15735351953559368
360310,0,0.8184624295409805,0.18153757045901972
33056,1,0.1826446675160086,0.8173553324839916
155464,0,0.8150185446552639,0.18498145534473615
254646,0,0.5523843931730827,0.44761560682691726
9219,0,0.8154993224837784,0.18450067751622154
343109,1,0.11473007931166224,0.8852699206883378
173971,0,0.8150948168889116,0.1849051831110883
301014,0,0.8151393557723198,0.18486064422768025
197481,0,0.8151261485862169,0.18487385141378326
310735,1,0.12502468823934365,0.8749753117606565
128593,1,0.18794100863073113,0.8120589913692687
230906,0,0.5717385825650959,0.42826141743490415
140466,1,0.18805466842652255,0.8119453315734776
335518,1,0.2197929676922125,0.7802070323077873
303117,1,0.20250197877363754,0.7974980212263624
122893,0,0.8051927273583996,0.19480727264160014
17958,1,0.2795842142194105,0.7204157857805894
258498,1,0.2266121336266464,0.7733878663733535
231701,0,0.813423051041453,0.18657694895854704
79140,1,0.5,0.5
143464,1,0.4130795189823698,0.5869204810176302
25387,0,0.8203786334925155,0.1796213665074845
144820,1,0.23814631017154528,0.7618536898284546
353289,0,0.816283336960494,0.18371666303950604
53795,0,0.530463135026975,0.4695368649730252
254594,1,0.057644542909752794,0.9423554570902473
197255,0,0.8180371754676048,0.18196282453239507
2883,0,0.5729385187756578,0.42706148122434223
349090,1,0.13630787276900627,0.8636921272309935
85455,1,0.15372459078545295,0.8462754092145468
145673,1,0.14959593171209157,0.8504040682879085
186933,0,0.8287529758787706,0.17124702412122939
251478,1,0.24623156494825868,0.7537684350517412
200863,0,0.8138787728611039,0.18612122713889603
127933,1,0.43021468945986635,0.5697853105401336
233385,1,0.16897685385057945,0.8310231461494206
23306,0,0.6902269058589219,0.30977309414107834
286703,1,0.1182215309338204,0.8817784690661795
203193,1,0.2008082534822811,0.7991917465177192
112721,1,0.19274854970405603,0.807251450295944
53596,1,0.2736647793423016,0.7263352206576985
124230,1,0.30280141872180083,0.6971985812781991
229047,1,0.19406239014321572,0.8059376098567843
136619,1,0.18796015750105405,0.8120398424989457
116811,0,0.8151513164929367,0.1848486835070633
305867,0,0.8160095247073847,0.18399047529261506
170136,0,0.8173597280154695,0.1826402719845304
250278,1,0.14683013659079544,0.8531698634092045
285027,1,0.20403727817740652,0.7959627218225935
73851,1,0.18523225261220258,0.8147677473877976
232465,0,0.8153355956156602,0.1846644043843396
188772,0,0.7849842995541174,0.2150157004458826
108952,1,0.1441186838227005,0.8558813161772997
198468,1,0.2160424361365874,0.7839575638634126
32801,0,0.8267918413944739,0.17320815860552607
238005,1,0.18796226813006484,0.812037731869935
199158,1,0.19807961645079908,0.801920383549201
271226,0,0.8180114704060759,0.18198852959392386
281508,1,0.11868776318666807,0.8813122368133319
306524,0,0.827659621538191,0.17234037846180894
175259,0,0.8569946145870796,0.14300538541292043
297186,0,0.6918072317705427,0.3081927682294574
155878,1,0.23815004062478146,0.7618499593752183
182135,0,0.5618141830303566,0.4381858169696434
46126,0,0.8793076726969107,0.12069232730308936
107443,1,0.19199071038097673,0.8080092896190232
118416,0,0.815091965775954,0.18490803422404611
341423,1,0.13360027592828846,0.8663997240717117
160626,1,0.20059370374134836,0.7994062962586516
100405,0,0.8149921601740465,0.18500783982595342
128888,0,0.8200135613771787,0.17998643862282127
92634,0,0.8150088958925202,0.18499110410748004
267695,0,0.7204604823694412,0.2795395176305589
29236,0,0.8781256882492936,0.12187431175070645
230530,1,0.24255747692413904,0.7574425230758611
143973,1,0.18793878361177152,0.8120612163882285
370727,0,0.8246817691701028,0.1753182308298972
133018,0,0.5779149732009792,0.42208502679902093
151582,1,0.13508127967613712,0.8649187203238625
297566,0,0.8150778403306421,0.1849221596693579
60228,0,0.8407470476873183,0.15925295231268136
237396,0,0.8566393855342707,0.14336061446572912
36761,0,0.8057198544775646,0.1942801455224354
109856,0,0.8151283735941193,0.18487162640588076
86698,0,0.8280456542318927,0.1719543457681076
363038,1,0.1750478217003759,0.8249521782996241
178568,1,0.15500451778443702,0.844995482215563
160220,1,0.16994795771699514,0.8300520422830048
34699,1,0.19533988926891657,0.8046601107310833
290875,0,0.8150892969614194,0.18491070303858043
122398,0,0.8261635055546419,0.173836494445358
125696,0,0.8577217481737733,0.14227825182622658
272810,0,0.7918864585145556,0.2081135414854443
326894,0,0.8098909462510944,0.19010905374890558
131306,1,0.10938441310998598,0.8906155868900141
90792,0,0.8150370709602827,0.18496292903971756
319339,0,0.8282493725021355,0.17175062749786446
54550,1,0.1695642440378162,0.8304357559621838
84304,1,0.2922686121776993,0.7077313878223008
270393,1,0.11478421472492965,0.8852157852750703
253671,0,0.8522846946135901,0.1477153053864097
24085,1,0.18066114588727528,0.8193388541127249
327287,0,0.8189524379112606,0.18104756208873932
240799,1,0.1566378880401523,0.8433621119598478
289549,0,0.8166300448213888,0.18336995517861135
173911,1,0.1251735612671356,0.8748264387328644
97134,1,0.2305258408713197,0.7694741591286804
135099,1,0.3399964159505301,0.6600035840494698
69956,1,0.16893340461495507,0.831066595385045
80219,1,0.16751960395352544,0.8324803960464746
46563,1,0.1375444670164935,0.8624555329835064
294403,0,0.6657034212751779,0.33429657872482205
304249,1,0.15484424319010207,0.8451557568098981
372442,1,0.11031269306887731,0.8896873069311227
199441,0,0.820057738340563,0.17994226165943691
97769,0,0.817424900365091,0.18257509963490912
46254,0,0.8340967488702953,0.1659032511297048
130934,0,0.8310107999225,0.16898920007750018
145884,1,0.18805374076003267,0.8119462592399677
101879,1,0.16953223234914652,0.8304677676508537
212023,0,0.8534819343402602,0.14651806565974002
41405,1,0.1707134111981395,0.8292865888018606
25668,1,0.3661448042879798,0.6338551957120203
250091,0,0.8151493340090474,0.18485066599095248
151896,0,0.7732976840850445,0.22670231591495565
90918,1,0.26449609562524684,0.735503904374753
100779,1,0.1585698155724342,0.8414301844275657
344817,0,0.912489612380894,0.08751038761910618
93997,1,0.1840743366794067,0.8159256633205932
167899,0,0.7970619976154182,0.20293800238458184
83349,0,0.8260078699883033,0.17399213001169678
58555,0,0.8206368743316601,0.17936312566833973
110036,1,0.19730138871810485,0.8026986112818951
60150,0,0.8563756038703422,0.14362439612965772
349074,1,0.17670049692663928,0.8232995030733609
312443,1,0.18318703904245154,0.8168129609575483
129912,1,0.17455130246042236,0.8254486975395776
191294,1,0.10218296676188235,0.8978170332381175
314758,1,0.1574002571255853,0.8425997428744146
229246,0,0.8225239365727491,0.177476063427251
146769,1,0.1941757163741479,0.805824283625852
116846,0,0.9138326272724151,0.08616737272758496
108317,1,0.09077482692650203,0.9092251730734983
265577,1,0.15813967720522493,0.8418603227947752
303849,0,0.833211505622535,0.16678849437746482
50081,0,0.8470259478807555,0.1529740521192445
305100,0,0.8753299353754818,0.12467006462451809
354305,1,0.3577415450000454,0.6422584549999545
82975,1,0.21629404729710972,0.7837059527028903
182387,0,0.8159277111365939,0.18407228886340607
143289,1,0.18367968695869413,0.8163203130413059
222215,1,0.16710855704725916,0.8328914429527406
132805,0,0.8251574994394907,0.1748425005605093
109501,1,0.18389519718465167,0.8161048028153483
84649,0,0.8151239529693909,0.18487604703060917
55887,0,0.6709087661522904,0.32909123384770944
248996,0,0.8969378660419628,0.10306213395803718
120305,1,0.15994109273982218,0.8400589072601781
333789,1,0.24185309008073422,0.758146909919266
14591,0,0.8335592943809335,0.16644070561906654
306073,1,0.15198940910591036,0.8480105908940896
64660,0,0.8171699568681506,0.18283004313184945
227985,0,0.81548806213006,0.1845119378699397
308026,0,0.8157445754891002,0.18425542451089996
80022,0,0.7358214301123369,0.2641785698876632
286116,0,0.7561290957244348,0.24387090427556507
61152,1,0.2556094986302011,0.7443905013697988
173245,1,0.2504778433800517,0.7495221566199485
255305,1,0.10662551424566764,0.8933744857543324
261221,1,0.16741401065441366,0.8325859893455861
172518,0,0.8151385451920812,0.18486145480791888
315241,1,0.37996075808197105,0.6200392419180291
79289,1,0.1658047886010898,0.8341952113989103
71382,1,0.4553581076056717,0.5446418923943283
227752,1,0.17318401780554138,0.8268159821944585
40281,0,0.8155798483535728,0.1844201516464275
174301,0,0.7652014834283508,0.23479851657164905
103177,0,0.7910361914836603,0.2089638085163399
357997,0,0.8149844863566297,0.18501551364337018
182074,1,0.17930189256004397,0.8206981074399561
232610,0,0.8407914176423177,0.1592085823576823
51992,1,0.4926479095246899,0.50735209047531
260017,1,0.18370382832774595,0.816296171672254
220580,1,0.22506726926298903,0.7749327307370111
282697,0,0.8724253616042518,0.12757463839574812
96,1,0.14182498871435786,0.858175011285642
195061,0,0.899846039371365,0.10015396062863505
125356,0,0.8157584246820828,0.18424157531791718
246108,1,0.37593697239183405,0.624063027608166
121756,1,0.175375282926108,0.8246247170738921
303993,1,0.14475829784981337,0.8552417021501866
212840,0,0.7647791837874833,0.23522081621251653
306344,1,0.2002368631116666,0.7997631368883333
58743,0,0.7389842574518957,0.2610157425481042
53079,0,0.9244271998500456,0.07557280014995438
81258,1,0.17649434735485,0.8235056526451499
193315,1,0.18810343304607896,0.8118965669539212
220487,0,0.8168506487389782,0.18314935126102197
322023,1,0.3383538714410215,0.6616461285589785
236797,1,0.3374131120624481,0.6625868879375518
295992,1,0.11419015189579816,0.8858098481042018
226090,1,0.18517545274124875,0.8148245472587511
81478,0,0.6216157754359313,0.3783842245640686
128664,1,0.15170028261861104,0.8482997173813891
357814,1,0.4162875156056962,0.5837124843943037
314520,1,0.15059481229817612,0.8494051877018238
268240,0,0.9011895717104393,0.09881042828956074
358021,0,0.8185679684320012,0.18143203156799886
199179,1,0.4225568714064634,0.5774431285935365
88442,0,0.8171767518485115,0.18282324815148865
363689,0,0.8483348188905147,0.1516651811094854
350023,1,0.1751821557202771,0.8248178442797228
293783,0,0.8177445114724408,0.18225548852755935
216902,0,0.8246983882517219,0.1753016117482782
312127,0,0.5718859091567275,0.4281140908432725
70872,0,0.8891559503244175,0.1108440496755826
52800,0,0.8161555751585452,0.18384442484145497
171845,1,0.17324735270160055,0.8267526472983995
331778,1,0.21112485705545841,0.7888751429445418
109527,1,0.1756661942551757,0.8243338057448241
124855,0,0.8275552275642586,0.17244477243574158
171438,0,0.8151812203549493,0.18481877964505083
267056,0,0.8075384387050314,0.1924615612949685
303696,1,0.21836601788736693,0.7816339821126331
366386,1,0.15831364153421484,0.8416863584657853
188615,0,0.8193455575729017,0.1806544424270985
116019,1,0.20548108248624736,0.7945189175137524
218693,1,0.20494341226159823,0.7950565877384018
94082,1,0.10272256560376053,0.8972774343962393
278555,1,0.2149926505503492,0.7850073494496508
297687,1,0.09147265588136423,0.9085273441186357
192698,1,0.15913724203987956,0.8408627579601206
274050,0,0.818837461430462,0.18116253856953807
328398,0,0.8113288218677757,0.18867117813222467
16313,1,0.19457740417749234,0.8054225958225077
191179,0,0.8250079256715918,0.1749920743284083
254584,0,0.7232863569212179,0.27671364307878193
193102,0,0.8146112559513548,0.18538874404864514
35043,0,0.6309470307614318,0.3690529692385683
789,1,0.24119725577599363,0.7588027442240063
34147,0,0.8161240893552586,0.18387591064474137
30744,1,0.15016517409117858,0.8498348259088214
9609,0,0.8184341318871694,0.1815658681128307
371373,0,0.8127956547921044,0.18720434520789542
88519,1,0.11204549198532836,0.8879545080146715
372813,1,0.1880247331114977,0.8119752668885023
165325,0,0.5534111820608264,0.44658881793917343
141241,1,0.1610612782032238,0.8389387217967762
153977,1,0.08296987352661267,0.9170301264733874
308856,0,0.8660418825694625,0.13395811743053748
19993,1,0.29151671164339205,0.7084832883566078
131036,1,0.4652686642612309,0.5347313357387691
220170,1,0.17200308060102878,0.8279969193989712
303663,0,0.8155322966891888,0.1844677033108112
332775,1,0.18943655894068342,0.8105634410593165
266484,0,0.8042758610079976,0.19572413899200267
298146,0,0.825432065061719,0.17456793493828096
17604,1,0.261519435909865,0.7384805640901353
116822,0,0.8149959232080778,0.18500407679192227
10157,1,0.12835988909379062,0.8716401109062093
42970,1,0.4380123202953033,0.5619876797046969
56705,1,0.34045503191872356,0.6595449680812764
26700,0,0.8101334895684272,0.18986651043157277
226370,0,0.8157770296811536,0.1842229703188461
137591,1,0.16289585349876456,0.8371041465012353
320326,0,0.8334867621875245,0.1665132378124755
242912,1,0.17252542987095235,0.8274745701290476
79609,0,0.8252794301044951,0.17472056989550472
180505,1,0.17036572632203376,0.829634273677966
62723,1,0.16716356985712919,0.8328364301428708
116573,1,0.1838248993492819,0.8161751006507182
278671,0,0.8364501211609792,0.1635498788390207
309739,1,0.1880307328319701,0.81196926716803
111770,0,0.8116478565805056,0.1883521434194944
30567,0,0.8135926564939039,0.1864073435060961
197411,0,0.8306899317455668,0.1693100682544334
77449,1,0.10045077291546625,0.8995492270845336
199331,0,0.8135586272561197,0.1864413727438801
302983,1,0.18504596528321737,0.8149540347167827
181640,1,0.2261446361966064,0.7738553638033938
76595,0,0.7780777599501824,0.2219222400498177
156447,1,0.14804678673839608,0.851953213261604
287414,1,0.20963650908063863,0.7903634909193614
367108,1,0.20158549076325993,0.7984145092367403
112215,0,0.81560915327157,0.18439084672843034
155768,0,0.8146579641606163,0.1853420358393837
237867,0,0.6666608123692346,0.3333391876307653
220230,1,0.15571260843045437,0.8442873915695457
280420,0,0.8149127442271253,0.18508725577287463
234107,1,0.2087626302737635,0.7912373697262363
244737,1,0.23869674875685368,0.7613032512431465
122894,1,0.1012315864067309,0.8987684135932691
58072,1,0.18794995973209738,0.8120500402679026
134567,0,0.8165830885197527,0.18341691148024716
93816,0,0.8170623880819519,0.18293761191804817
363646,1,0.15557452097283836,0.8444254790271616
17398,0,0.8114537960719991,0.18854620392800106
231902,1,0.3491833613912307,0.6508166386087691
152270,1,0.18796178102560432,0.8120382189743954
4332,0,0.8162391396831127,0.18376086031688754
196506,0,0.8166192070865793,0.18338079291342083
157131,1,0.21907356299652428,0.7809264370034759
105526,0,0.8129501082431521,0.18704989175684777
264643,1,0.1586593978903657,0.8413406021096344
71978,1,0.2307645757934489,0.7692354242065512
367425,0,0.9088732299924135,0.09112677000758641
22040,1,0.20575004355525264,0.7942499564447473
58716,0,0.632496972600034,0.36750302739996593
244385,1,0.19643619498533607,0.8035638050146638
325912,1,0.3979292937609643,0.6020707062390358
342943,1,0.18363675108784439,0.8163632489121555
1575,0,0.867683856465542,0.13231614353445803
249933,1,0.14599311593626021,0.8540068840637397
224936,0,0.836554220386063,0.16344577961393708
234876,0,0.8207505674529411,0.17924943254705927
153181,0,0.8566579673485049,0.14334203265149495
84441,0,0.8146750555394026,0.18532494446059708
287654,0,0.8343559616303661,0.16564403836963407
204404,1,0.12168344037078385,0.8783165596292162
251524,1,0.1827878425984845,0.8172121574015156
10236,1,0.19161834560890073,0.8083816543910993
152510,0,0.8755103356639117,0.12448966433608845
259509,0,0.8147658513774688,0.1852341486225311
329682,1,0.20591378370628702,0.7940862162937128
287863,1,0.2156386187453615,0.7843613812546385
90619,1,0.18325079907559122,0.816749200924409
171452,0,0.8238785412829297,0.1761214587170703
228563,0,0.8152062307415117,0.18479376925848828
244745,1,0.13685295523715862,0.8631470447628412
72964,0,0.8262579467908626,0.1737420532091373
283261,1,0.20806699297947306,0.7919330070205268
281412,1,0.11995061542084781,0.8800493845791522
286602,1,0.12231524261895675,0.8776847573810432
173023,1,0.13740315761309757,0.8625968423869025
